sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,mappingType,comment,createdBy,createdOn,assignedReviewer
OLTR-LMNB,Test Request : Blood Manganese(Mn),0,,0.42,UNCHECKED,UNREVIEWED,,0,4188815,Blood test requested,EVENT,,,1613550361997,
EMISNQGA25,GAD-7 total score 0-4 (minimal),0,,0.30,UNCHECKED,UNREVIEWED,,0,42868746,Generalized anxiety disorder 7 item (GAD-7) total score [Reported.PHQ],EVENT,,,1613550361998,
EMISCFL3,Floaters/flashes,0,,0.54,UNCHECKED,UNREVIEWED,,0,4050061,Other farmers/fishers,EVENT,,,1613550361998,
OLTR-43j0,Test Request :,0,,0.87,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550361998,
EMISNQRE159,Retinal macroaneurysm,0,,1.00,UNCHECKED,UNREVIEWED,,0,4090244,Retinal macroaneurysm,EVENT,,,1613550361999,
EMISCFO1,Foul odour,0,,0.86,UNCHECKED,UNREVIEWED,,0,4271462,Offensive body odor,EVENT,,,1613550361999,
OLTR-USTES,Test request : US Testes,0,,0.66,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550361999,
OLTR-43j1,Test Request :,0,,0.87,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550361999,
OLTR-HAEG,Test Request : Haemochromatosis genotype,0,,0.60,UNCHECKED,UNREVIEWED,,0,36714657,Hemochromatosis type 3,EVENT,,,1613550361999,
OLTR-43jA,Test request :,0,,0.87,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550361999,
OLTR-LMTX,Test Request : Methotrexate(MTX),0,,0.36,UNCHECKED,UNREVIEWED,,0,45883504,Methotrexate,EVENT,,,1613550361999,
ALLERGY29172NEMIS,Adverse reaction to Egg Protein,0,,0.68,UNCHECKED,UNREVIEWED,,0,4095514,"Ether, anesthetic adverse reaction",EVENT,,,1613550361999,
OLTR-USTHI,Test request : US Thigh,0,,0.63,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550361999,
EMISNQGA26,GAD-7 total score 5-9 (mild),0,,0.35,UNCHECKED,UNREVIEWED,,0,3041988,Total population of age 5-9 years Population,EVENT,,,1613550362000,
EMISNQPA177,Patient satisfaction questionnaire completed,0,,0.81,UNCHECKED,UNREVIEWED,,0,46273935,Provision of patient satisfaction questionnaire,EVENT,,,1613550362000,
OLTR-187865,Test Request : Trichomonas vaginalis (TV) screen,0,,0.48,UNCHECKED,UNREVIEWED,,0,4330317,Trichomonas vaginalis,EVENT,,,1613550362000,
EMISCFO3,Foreign body in eye,0,,1.00,UNCHECKED,UNREVIEWED,,0,765578,Foreign body in eye,EVENT,,,1613550362000,
OLTR-CHEESE,Test Request : Cheddar cheese specific IgE antibody,0,,0.74,UNCHECKED,UNREVIEWED,,0,4302232,Cheddar cheese RAST,EVENT,,,1613550362000,
EMISCFO4,Food allergy,0,,1.00,UNCHECKED,UNREVIEWED,,0,45877251,Food allergy,EVENT,,,1613550362001,
OLTR-LNA,Test Request : Sodium(NA),0,,0.42,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362001,
EMISNQRE16,Referral to colorectal surgeon,0,,1.00,UNCHECKED,UNREVIEWED,,0,4141846,Referral to colorectal surgeon,EVENT,,,1613550362001,
EMISNQUL8,Ultrasound scan for IUCD localisation,0,,0.53,UNCHECKED,UNREVIEWED,,0,4037672,Ultrasonography,EVENT,,,1613550362001,
OLTR-USTHY,Test request : US Thyroid,0,,0.59,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362001,
OLTR-43jK.,Test Request : Chlamydia DNA detection,0,,0.75,UNCHECKED,UNREVIEWED,,0,4236439,Chlamydia deoxyribonucleic acid detection,EVENT,,,1613550362001,
OLTR-187870,Test Request : Group B Strep Screen,0,,0.48,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362001,
ALLERGY2919NEMIS,Adverse reaction to Zaleplon,0,,0.59,UNCHECKED,UNREVIEWED,,0,4162171,Heparin adverse reaction,EVENT,,,1613550362001,
EMISCFR1,Frequently wakes during night,0,,0.62,UNCHECKED,UNREVIEWED,,0,37017532,Wakes up during night,EVENT,,,1613550362002,
EMISNQRE160,Reason for referral,0,,0.89,UNCHECKED,UNREVIEWED,,0,4288379,Reason for referral delay,EVENT,,,1613550362002,
EMISNQGA27,GAD-7 total score 10-14 (moderate),0,,0.47,UNCHECKED,UNREVIEWED,,0,45883807,10-14,EVENT,,,1613550362002,
OLTR-LOB,Test Request : Lobster Specific IgE,0,,0.68,UNCHECKED,UNREVIEWED,,0,4310486,Lobster specific immunoglobulin E,EVENT,,,1613550362002,
OLTR-CHEP,Test Request : Hepatitis Screen (Chronic),0,,0.45,UNCHECKED,UNREVIEWED,,0,37398691,Viral hepatitis screening test,EVENT,,,1613550362002,
OLTR-HAEH,"Test Request : Vitamin B12 and folate level, blood",0,,0.49,UNCHECKED,UNREVIEWED,,0,4276285,Vitamin B12 level - finding,EVENT,,,1613550362003,
EMISCFR2,Fractures,0,,1.00,UNCHECKED,UNREVIEWED,,0,36307888,Fractures,EVENT,,,1613550362003,
OLTR-19,Test Request : Cortisol,0,,0.66,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362003,
EMISNQPA178,Patient satisfaction questionnaire declined,0,,0.81,UNCHECKED,UNREVIEWED,,0,46273935,Provision of patient satisfaction questionnaire,EVENT,,,1613550362003,
OLTR-LOBS,Test Request : RAST Lobster,0,,0.61,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362003,
EMISCFR3,Friable skin,0,,1.00,UNCHECKED,UNREVIEWED,,0,4082457,Fragile skin,EVENT,,,1613550362003,
OLTR-1969,Test Request : XR Chest,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362003,
EMISNQGA28,GAD-7 total score 15-21 (severe),0,,0.42,UNCHECKED,UNREVIEWED,,0,45882613,15-21,EVENT,,,1613550362003,
OLTR-USTRIP,Test Request : Urine Bence Jones Protein (random urine),0,,0.59,UNCHECKED,UNREVIEWED,,0,37393313,Urine Bence Jones protein,EVENT,,,1613550362003,
OLTR-43jc1,Test Request : Mumps vir RNA detection assay,0,,0.60,UNCHECKED,UNREVIEWED,,0,4047325,Mumps virus RNA assay,EVENT,,,1613550362004,
ALLERGY2925,Adverse reaction to Kinidin Durules,0,,0.64,UNCHECKED,UNREVIEWED,,0,4097190,Ketamine adverse reaction,EVENT,,,1613550362004,
OLTR-HAEM,Test Request : Haematinics Profile,0,,0.51,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362004,
OLTR-199,Test Request : CA199,0,,0.52,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362004,
EMISNQUN10,Unsuitable for minor surgery in primary care setting,0,,1.00,UNCHECKED,UNREVIEWED,,0,44792508,Unsuitable for minor surgery in primary care setting,EVENT,,,1613550362004,
OLTR-CHGC,Test Request : Chlamydia/Gonorrhoea (GUM Screen),0,,0.46,UNCHECKED,UNREVIEWED,,0,35609813,Gonorrhoea screening,EVENT,,,1613550362004,
EMISNQRE161,Referral closure reason (Community Care),0,,0.61,UNCHECKED,UNREVIEWED,,0,21493008,Community health care Referral note,EVENT,,,1613550362004,
EMISCGA1,Gait/ambulation disturbance,0,,0.44,UNCHECKED,UNREVIEWED,,0,2007550,Ambulation and gait training,EVENT,,,1613550362005,
OLTR-USTRM,Test Request : US STERNUM (GP),0,,0.45,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362005,
OLTR-19CA,Test Request : CA 19.9 (CA199),0,,0.37,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362005,
OLTR-LOBSTR,Test Request : Lobster specific IgE antibody,0,,0.64,UNCHECKED,UNREVIEWED,,0,4304795,Lobster RAST,EVENT,,,1613550362005,
EMISNQUN17,Universal precautions,0,,1.00,UNCHECKED,UNREVIEWED,,0,4295058,Universal precautions,EVENT,,,1613550362005,
OLTR-HAEMGENE,Test Request : Haemochromatosis genotype,0,,0.60,UNCHECKED,UNREVIEWED,,0,36714657,Hemochromatosis type 3,EVENT,,,1613550362005,
OLTR-43jf.,Test Request : Norovirus nucleic acid detectn,0,,0.80,UNCHECKED,UNREVIEWED,,0,44789527,Norovirus nucleic acid detectn,EVENT,,,1613550362005,
OLTR-USULL,Test Request : US Upper Limb Left,0,,0.47,UNCHECKED,UNREVIEWED,,0,37109149,CT of left upper extremity,EVENT,,,1613550362006,
EMISCGE2,Urinary function NOS,0,,0.89,UNCHECKED,UNREVIEWED,,0,4176132,Urinary tract function,EVENT,,,1613550362006,
ALLERGY29275NEMIS,Adverse reaction to Leukomed T Plus,0,,0.73,UNCHECKED,UNREVIEWED,,0,35612199,Leukomed T plus,EVENT,,,1613550362006,
OLTR-LOEST,Test Request : Oestradiol(Adult),0,,0.38,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362006,
OLTR-43k7,Test Request :,0,,0.87,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362006,
OLTR-1A,Test Request : Renal Profile (U&E),0,,0.39,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362006,
EMISCGE3,Genetics,0,,0.81,UNCHECKED,UNREVIEWED,,0,706349,Medical genetics,EVENT,,,1613550362007,
OLTR-CHGCP,Test Request : Cervical swab for Chlamydia & GC (NAATS),0,,0.48,UNCHECKED,UNREVIEWED,,0,45769353,Throat swab for chlamydia,EVENT,,,1613550362007,
EMISNQRE163,Reason for onward referral (Community Care),0,,0.48,UNCHECKED,UNREVIEWED,,0,4220282,Referral to community matron,EVENT,,,1613550362007,
EMISNQGA4,Gastrointestinal protection therapy declined,0,,0.83,UNCHECKED,UNREVIEWED,,0,4193012,Gastrointestinal protection therapy,EVENT,,,1613550362007,
EMISCGR1,Grief,0,,1.00,UNCHECKED,UNREVIEWED,,0,4075831,Grief finding,EVENT,,,1613550362008,
EMISNQGA7,Gay/Lesbian,0,,0.60,UNCHECKED,UNREVIEWED,,0,4230492,Female homosexual,EVENT,,,1613550362008,
OLTR-USULR,Test Request : US Upper Limb Right,0,,0.49,UNCHECKED,UNREVIEWED,,0,37109155,CT of right upper extremity,EVENT,,,1613550362008,
EMISCGR4,Grief NOS,0,,0.69,UNCHECKED,UNREVIEWED,,0,4075831,Grief finding,EVENT,,,1613550362008,
EMISNQPA179,Patient has online access to primary care medical record,0,,0.51,UNCHECKED,UNREVIEWED,,0,36714947,Registered for access to online patient education,EVENT,,,1613550362009,
OLTR-HAEMO,Test request : Haemochromatosis gene study,0,,0.58,UNCHECKED,UNREVIEWED,,0,37398383,Haemochromatosis gene screening test,EVENT,,,1613550362009,
OLTR-LOSM,Test Request : Osmolality (Serum),0,,0.53,UNCHECKED,UNREVIEWED,,0,37392177,Serum osmolality,EVENT,,,1613550362009,
EMISNQUN19,Under care of lung transplant unit,0,,0.70,UNCHECKED,UNREVIEWED,,0,4337138,Transplant of lung,EVENT,,,1613550362009,
ALLERGY29285NEMIS,Adverse reaction to Oxyal,0,,0.77,UNCHECKED,UNREVIEWED,,0,4169603,Adverse reaction to oil,EVENT,,,1613550362009,
OLTR-CHHV,Test Request : Chlamydia PCR (HVS swab),0,,0.49,UNCHECKED,UNREVIEWED,,0,4112477,Chlamydia swab,EVENT,,,1613550362009,
OLTR-43k7.,Test Request : H pylori antigen test,0,,0.52,UNCHECKED,UNREVIEWED,,0,37398517,Helicobacter pylori antigen test,EVENT,,,1613550362009,
EMISNQRE164,Referred to Appliances service,0,,0.83,UNCHECKED,UNREVIEWED,,0,4151174,Referral to appliance service,EVENT,,,1613550362009,
EMISCHA2,Haematuria/abnormal colour,0,,0.59,UNCHECKED,UNREVIEWED,,0,4165350,Abnormal color,EVENT,,,1613550362009,
OLTR-43k9,Test Request :,0,,0.87,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362009,
EMISNQUN2,Unexplained fall,0,,0.95,UNCHECKED,UNREVIEWED,,0,4229566,Unexplained falls,EVENT,,,1613550362010,
OLTR-1A1C,Test Request : HBA1C (MONITORING / TREATMENT),0,,0.53,UNCHECKED,UNREVIEWED,,0,4197971,HbA1c measurement,EVENT,,,1613550362010,
EMISCHA4,Haematoma,0,,1.00,UNCHECKED,UNREVIEWED,,0,4147001,Hematoma,EVENT,,,1613550362010,
EMISNQPA185,Patient in research study,0,,0.78,UNCHECKED,UNREVIEWED,,0,44807982,Participant in research study,EVENT,,,1613550362010,
EMISNQGE26,Generalised anxiety disorder (GAD-7) score,0,,0.78,UNCHECKED,UNREVIEWED,,0,40772159,Generalized anxiety disorder 7 item (GAD-7),EVENT,,,1613550362010,
OLTR-CHIC,Test Request : Chicken meat RAST,0,,0.69,UNCHECKED,UNREVIEWED,,0,4304793,Chicken meat RAST,EVENT,,,1613550362010,
EMISNQRE165,Referred to Arts Therapy Service,0,,0.89,UNCHECKED,UNREVIEWED,,0,4141576,Referral to arts therapy services,EVENT,,,1613550362010,
OLTR-HAEMRG,Test Request : Haematology Referral Guidelines,0,,0.63,UNCHECKED,UNREVIEWED,,0,4013835,Hematology test requested,EVENT,,,1613550362010,
OLTR-UTECC,Test Request : US Trans-Thoracic Echocardiogram + Cont,0,,0.52,UNCHECKED,UNREVIEWED,,0,4292071,Echocardiogram requested,EVENT,,,1613550362010,
ALLERGY2931,Adverse reaction to Kolanticon,0,,0.71,UNCHECKED,UNREVIEWED,,0,4097190,Ketamine adverse reaction,EVENT,,,1613550362010,
OLTR-LOSMU,Test Request : Urine Osmolality (Random),0,,0.51,UNCHECKED,UNREVIEWED,,0,37398646,Urine osmolality,EVENT,,,1613550362010,
OLTR-1AIP,Test Request : AUTOIMMUNE PROFILE,0,,0.70,UNCHECKED,UNREVIEWED,,0,37399049,Autoimmune profile,EVENT,,,1613550362010,
OLTR-CHICK,Test Request : Chicken,0,,0.60,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362010,
EMISCHE4,"Teaching, guidance and counselling",0,,1.00,UNCHECKED,UNREVIEWED,,0,4258497,"Education, guidance and counseling",EVENT,,,1613550362011,
EMISNQRE166,Referred to Cancer Service,0,,0.81,UNCHECKED,UNREVIEWED,,0,4202490,Referred to service,EVENT,,,1613550362011,
OLTR-1AM,Test Request : AMYLASE,0,,0.63,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362011,
OLTR-LP,Test Request : Lipid Profile,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362011,
OLTR-43k9.,Test Request : C. difficile antigen detection,0,,0.54,UNCHECKED,UNREVIEWED,,0,44806940,Clostridium difficile antigen detection,EVENT,,,1613550362011,
OLTR-HAF,Test Request : Full Blood Count,0,,0.59,UNCHECKED,UNREVIEWED,,0,4188815,Blood test requested,EVENT,,,1613550362011,
EMISNQPA186,Patient approached about research study,0,,0.59,UNCHECKED,UNREVIEWED,,0,46236323,Research study consent,EVENT,,,1613550362011,
OLTR-1ANCA,Test Request : ANCA,0,,0.67,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362011,
OLTR-UTECG,Test Request : US Trans-Thoracic Echocardiogram,0,,0.57,UNCHECKED,UNREVIEWED,,0,4292071,Echocardiogram requested,EVENT,,,1613550362011,
OLTR-CHIK,Test Request : Chikungunya Serology (Alphavirus),0,,0.64,UNCHECKED,UNREVIEWED,,0,4084793,Chikungunya virus,EVENT,,,1613550362011,
EMISNQRE167,Referred to Cardiac Service,0,,0.80,UNCHECKED,UNREVIEWED,,0,44814059,Referral to cardiac device service,EVENT,,,1613550362011,
EMISNQUN26,Unpaid procedure generated from secondary care done by practice,0,,0.86,UNCHECKED,UNREVIEWED,,0,46284432,Procedure generated from secondary care done by practice,EVENT,,,1613550362011,
EMISCHE6,Health care supervision NOS,0,,0.80,UNCHECKED,UNREVIEWED,,0,2617269,Physician supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician development and/or revision...,EVENT,,,1613550362012,
EMISNQGE29,General Practice Physical Activity Questionnaire (GPPAQ),0,,0.70,UNCHECKED,UNREVIEWED,,0,44804877,GPPAQ - general practice physical activity questionnaire,EVENT,,,1613550362012,
OLTR-43l5.,Test Request : Cheddar cheese RAST test,0,,0.78,UNCHECKED,UNREVIEWED,,0,37392525,Cheddar cheese RAST test,EVENT,,,1613550362012,
OLTR-1BF,Test Request : B12 & FOLATE,0,,0.46,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362012,
ALLERGY29335NEMIS,Adverse reaction to Perindopril Arginine,0,,0.82,UNCHECKED,UNREVIEWED,,0,4163041,Perindopril adverse reaction,EVENT,,,1613550362012,
OLTR-UTEST,Test Request : US Testes,0,,0.66,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362012,
EMISCHE7,Height (Over),0,,0.47,UNCHECKED,UNREVIEWED,,0,4158345,Has not grown in height,EVENT,,,1613550362012,
OLTR-LP*,"Test Request : Lipid screen, fasting bloods",0,,0.52,UNCHECKED,UNREVIEWED,,0,37398716,Fasting blood lipids,EVENT,,,1613550362012,
OLTR-1BNP,Test Request : BNP,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362012,
EMISNQPA187,Patient supplies own medication,0,,0.55,UNCHECKED,UNREVIEWED,,0,36309495,Patient lives in own home,EVENT,,,1613550362013,
EMISCHE9,Hearing impaired,0,,1.00,UNCHECKED,UNREVIEWED,,0,45884788,Hearing impaired,EVENT,,,1613550362013,
OLTR-HAG,Test Request : Helicobacter Stool Antigen Test (),0,,0.54,UNCHECKED,UNREVIEWED,,0,4304824,Helicobacter pylori antigen assay,EVENT,,,1613550362013,
OLTR-CHIKN,Test Request : Chicken specific IgE antibody,0,,0.64,UNCHECKED,UNREVIEWED,,0,4304793,Chicken meat RAST,EVENT,,,1613550362013,
OLTR-43lD.,Test Request : Penicillin V RAST test,0,,0.72,UNCHECKED,UNREVIEWED,,0,37392690,Penicillin V RAST test,EVENT,,,1613550362013,
EMISNQPA188,Patient volunteer,0,,0.57,UNCHECKED,UNREVIEWED,,0,4117294,Informal patient,EVENT,,,1613550362013,
EMISNQRE168,Referred to Community Dental Service,0,,0.83,UNCHECKED,UNREVIEWED,,0,46273913,Referral to community service,EVENT,,,1613550362013,
OLTR-LPA,"Test Request : Lipoprotein (a) level, blood",0,,0.69,UNCHECKED,UNREVIEWED,,0,37392284,Lipoprotein (a) level,EVENT,,,1613550362013,
EMISCHI3,History of falls,0,,0.92,UNCHECKED,UNREVIEWED,,0,4323345,History of fall,EVENT,,,1613550362013,
EMISNQGE37,Generic risk indicators assessment tool,0,,0.78,UNCHECKED,UNREVIEWED,,0,45770437,Assessment using Generic Risk Indicators,EVENT,,,1613550362013,
OLTR-1BONE,Test Request : BONE PROFILE,0,,0.61,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362013,
ALLERGY29337NEMIS,Adverse reaction to Perindopril Arginine,0,,0.82,UNCHECKED,UNREVIEWED,,0,4163041,Perindopril adverse reaction,EVENT,,,1613550362013,
OLTR-UTEST2WW,Test Request : Direct US for Suspicious Testicular Lump,0,,0.48,UNCHECKED,UNREVIEWED,,0,4339088,Testicular mass,EVENT,,,1613550362013,
OLTR-43lE.,Test Request : Cow`s milk RAST test,0,,0.45,UNCHECKED,UNREVIEWED,,0,37398718,Milk RAST test,EVENT,,,1613550362013,
OLTR-1C,Test Request : HbA1C,0,,0.58,UNCHECKED,UNREVIEWED,,0,37393623,HbA1c level,EVENT,,,1613550362013,
EMISNQUN28,Unsuitable for clinical trial participation,0,,0.68,UNCHECKED,UNREVIEWED,,0,4323504,Clinical trial participant,EVENT,,,1613550362014,
OLTR-LPBB,Test Request : Blood Lead(Pb),0,,0.46,UNCHECKED,UNREVIEWED,,0,45764573,Lead (Pb) analyzer,EVENT,,,1613550362014,
EMISCHY1,Hypertrophy of nails,0,,0.93,UNCHECKED,UNREVIEWED,,0,4148130,Hypertrophy of nail,EVENT,,,1613550362014,
OLTR-CHILI,Test Request : Chilli Pepper Specific igE,0,,0.72,UNCHECKED,UNREVIEWED,,0,4310612,Chili pepper specific immunoglobulin E,EVENT,,,1613550362014,
OLTR-HAI,Test request : Hepatitis A Serology Immunity (IgG),0,,0.48,UNCHECKED,UNREVIEWED,,0,37108571,Immunity to hepatitis A by positive serology,EVENT,,,1613550362015,
EMISCHY2,Hypoglycaemia,0,,1.00,UNCHECKED,UNREVIEWED,,0,24609,Hypoglycemia,EVENT,,,1613550362015,
OLTR-1C125,Test Request : CA 125,0,,0.64,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362015,
OLTR-43lF.,Test Request : Egg white RAST test,0,,0.71,UNCHECKED,UNREVIEWED,,0,37392691,Egg white RAST test,EVENT,,,1613550362015,
EMISCHY3,Hyperglycaemia,0,,1.00,UNCHECKED,UNREVIEWED,,0,4214376,Hyperglycemia,EVENT,,,1613550362015,
OLTR-CHIP,Test Request : Chickpea RAST,0,,0.76,UNCHECKED,UNREVIEWED,,0,37393697,Chickpea RAST test,EVENT,,,1613550362015,
OLTR-LPC,Test Request : Protein C Level,0,,0.63,UNCHECKED,UNREVIEWED,,0,37393614,Protein C level,EVENT,,,1613550362015,
OLTR-1C153,Test Request : CA 15-3,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362015,
EMISNQPA194,Patient information leaflet given to carer,0,,0.79,UNCHECKED,UNREVIEWED,,0,44801969,Ear care information leaflet given,EVENT,,,1613550362015,
EMISCHY4,Hypothermia,0,,1.00,UNCHECKED,UNREVIEWED,,0,45884826,Hypothermia,EVENT,,,1613550362015,
OLTR-UTESTB,Test Request : Ultrasound Testes with Doppler,0,,0.58,UNCHECKED,UNREVIEWED,,0,35622931,Doppler ultrasound,EVENT,,,1613550362015,
OLTR-HAIG,Test Request : Hepatitis A IgG (Immunity),0,,0.47,UNCHECKED,UNREVIEWED,,0,4149957,Hepatitis A immune,EVENT,,,1613550362015,
EMISNQGE9,Geriatric depression scale - 7 points,0,,0.71,UNCHECKED,UNREVIEWED,,0,4159706,Geriatric depression scale,EVENT,,,1613550362015,
OLTR-43lG.,Test Request : Egg yolk RAST test,0,,0.79,UNCHECKED,UNREVIEWED,,0,37392692,Egg yolk RAST test,EVENT,,,1613550362015,
EMISNQRE17,Referral to cosmetic surgery arbitration panel,0,,0.60,UNCHECKED,UNREVIEWED,,0,4207050,Cosmetic surgery,EVENT,,,1613550362016,
OLTR-1CCP,Test Request : CCP ABS,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362016,
OLTR-CHIPB,Test Request : CT Pelvis hips,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362016,
EMISNQUN29,Unsuitable for self management plan,0,,0.71,UNCHECKED,UNREVIEWED,,0,44808949,Has self management plan,EVENT,,,1613550362016,
EMISNQGM2,GMS3 form received,0,,0.60,UNCHECKED,UNREVIEWED,,0,44789985,GMS3 claim,EVENT,,,1613550362016,
OLTR-UTHIL,Test Request : US Thigh Lt,0,,0.60,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362016,
OLTR-1CEA,Test Request : CEA,0,,0.69,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362016,
OLTR-CHIPL,Test Request : CT Hip Lt,0,,0.58,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362016,
EMISCIL1,Ill-fitting/missing dentures,0,,0.57,UNCHECKED,UNREVIEWED,,0,4133870,Denture unstable,EVENT,,,1613550362016,
OLTR-43lO.,Test Request : Mixed moulds RAST test,0,,0.79,UNCHECKED,UNREVIEWED,,0,37392697,Mixed moulds RAST test,EVENT,,,1613550362016,
ALLERGY29344NEMIS,Adverse reaction to Perindopril Arginine And Indapamide,0,,0.72,UNCHECKED,UNREVIEWED,,0,4165326,Indapamide adverse reaction,EVENT,,,1613550362016,
OLTR-UTHIR,Test Request : US Thigh Rt,0,,0.57,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362016,
EMISCIM1,Impulsiveness,0,,1.00,UNCHECKED,UNREVIEWED,,0,4117518,Impulsive character,EVENT,,,1613550362016,
EMISNQUN31,Unscheduled care report,0,,0.75,UNCHECKED,UNREVIEWED,,0,46237398,Unscheduled,EVENT,,,1613550362017,
OLTR-LPCRU,Test Request : Urine Protein/Creat Ratio (PCR)(Random),0,,0.46,UNCHECKED,UNREVIEWED,,0,37398786,Urine protein/creatinine ratio,EVENT,,,1613550362017,
OLTR-CHIPR,Test Request : CT Hip Rt,0,,0.56,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362017,
OLTR-1CHO,Test Request : CHOLESTEROL,0,,0.64,UNCHECKED,UNREVIEWED,,0,4216165,Test request,EVENT,,,1613550362017,
EMISNQPA198,Patient wants to see report before submitted,0,,0.53,UNCHECKED,UNREVIEWED,,0,40768525,Date submitted,EVENT,,,1613550362017,
EMISNQRE170,Referred to Continence Service,0,,0.89,UNCHECKED,UNREVIEWED,,0,44802358,Referral to continence service,EVENT,,,1613550362018,
OLTR-43lU.,Test Request : Duck feather RAST test,0,,0.75,UNCHECKED,UNREVIEWED,,0,37399165,Duck feather RAST test,EVENT,,,1613550362018,
